title,url,tags,score,creationdate
"Examples of using Doctests in Django in an Agile / BDD way","https://stackoverflow.com/questions/1907610","<python><django><agile><doctest>","6","2009-12-15 13:51:49"
"C and Python - different behaviour of the modulo (%) operation","https://stackoverflow.com/questions/1907565","<python><c><math><modulo>","77","2009-12-15 13:46:07"
"Problems installing MySQL-python-1.2.3c1 on Mac Snow Leopard","https://stackoverflow.com/questions/1907540","<python><mysql><macos><osx-snow-leopard><compilation>","2","2009-12-15 13:41:38"
"Python: Import a file and convert to a list","https://stackoverflow.com/questions/1907538","<python><file><list><input>","5","2009-12-15 13:40:51"
"Whether to simplify two stage regular expression?","https://stackoverflow.com/questions/1907137","<python><regex>","2","2009-12-15 12:34:15"
"how can I make 'between' query with web2py.DAL?","https://stackoverflow.com/questions/1907088","<python><web2py>","3","2009-12-15 12:24:59"
"python http handler","https://stackoverflow.com/questions/1907071","<python><http><request><handler>","5","2009-12-15 12:22:10"
"Read https url from Python with basic access authentication","https://stackoverflow.com/questions/1906977","<python><authentication><https><passwords>","4","2009-12-15 12:02:58"
"python unbound method again","https://stackoverflow.com/questions/1906926","<python><class>","3","2009-12-15 11:51:28"
"How to split an integer into a list of digits?","https://stackoverflow.com/questions/1906717","<python>","125","2009-12-15 11:09:00"
"dict keys with spaces in Django templates","https://stackoverflow.com/questions/1906129","<python><django><django-templates><whitespace>","12","2009-12-15 09:06:30"
"python time(milli seconds) calculation","https://stackoverflow.com/questions/1905403","<python><time>","12","2009-12-15 05:46:32"
"Python QPushButton setIcon: put icon on button","https://stackoverflow.com/questions/1905402","<python><user-interface><qt><button><icons>","6","2009-12-15 05:46:08"
"Keyword Matching in Pyparsing: non-greedy slurping of tokens","https://stackoverflow.com/questions/1905278","<python><parsing><grammar><pyparsing>","5","2009-12-15 05:05:23"
"How can I sort by the id of a ManyToManyField in Django?","https://stackoverflow.com/questions/1904978","<python><django><django-models><sql-order-by><manytomanyfield>","13","2009-12-15 03:25:11"
"Install libxml2 and associated python bindings - Windows","https://stackoverflow.com/questions/1904752","<python><windows><libxml2>","33","2009-12-15 01:44:59"
"In python, is there a setdefault() equivalent for getting object attributes?","https://stackoverflow.com/questions/1904723","<python>","21","2009-12-15 01:37:09"
"What is the correct method of handling events in PyQt 4?","https://stackoverflow.com/questions/1904567","<python><pyqt4>","2","2009-12-15 00:45:45"
"Python Observer Pattern: Examples, Tips?","https://stackoverflow.com/questions/1904351","<python><design-patterns><listener><observer-pattern>","56","2009-12-14 23:51:31"
"Python: Checking Header Format","https://stackoverflow.com/questions/1904170","<python><file><input><header><format>","2","2009-12-14 23:09:35"
"Django + MySQL on Mac OS 10.6.2 Snow Leopard","https://stackoverflow.com/questions/1904039","<python><mysql><django><osx-snow-leopard>","9","2009-12-14 22:43:19"
"How can I ""zip sort"" parallel numpy arrays?","https://stackoverflow.com/questions/1903462","<python><sorting><numpy>","80","2009-12-14 21:00:03"
"NLTK - how to find out what corpora are installed from within python?","https://stackoverflow.com/questions/1902967","<python><nlp><nltk><corpus>","9","2009-12-14 19:32:25"
"Running Django Tests with a Precommit Hook","https://stackoverflow.com/questions/1902817","<python><django><version-control><mercurial><pre-commit>","5","2009-12-14 19:00:40"
"Is it safe to execute user entered expressions as IronPython","https://stackoverflow.com/questions/1902453","<asp.net><security><ironpython><dynamic-language-runtime>","2","2009-12-14 18:00:53"
"Django Admin app: building a dynamic list of admin actions","https://stackoverflow.com/questions/1902332","<python><django><closures>","7","2009-12-14 17:35:59"
"Python Mechanize + GAEpython code","https://stackoverflow.com/questions/1902079","<python><google-app-engine><mechanize-python>","5","2009-12-14 16:52:38"
"What is the standard sort order for Python release/version numbers?","https://stackoverflow.com/questions/1901612","<python><easy-install><pip>","6","2009-12-14 15:35:32"
"Solr Facet Range with Integers","https://stackoverflow.com/questions/1901567","<python><django><solr>","2","2009-12-14 15:28:45"
"Django template and the locals trick","https://stackoverflow.com/questions/1901525","<python><django>","55","2009-12-14 15:22:03"
"youtube data api comment paging","https://stackoverflow.com/questions/1901487","<python><youtube><youtube-api>","4","2009-12-14 15:17:39"
"How to avoid multiple instances of a program?","https://stackoverflow.com/questions/1900979","<python><instance>","8","2009-12-14 13:39:39"
"Write variable to file, including name","https://stackoverflow.com/questions/1900956","<python>","45","2009-12-14 13:34:33"
"Compile a string to Ruby bytecode for better performance -- like compile() in Python","https://stackoverflow.com/questions/1900327","<python><ruby><compilation><eval>","4","2009-12-14 11:19:25"
"How to access a standard-library module in Python when there is a local module with the same name?","https://stackoverflow.com/questions/1900189","<python><import><module><standard-library>","17","2009-12-14 10:49:52"
"Why is SQLAlchemy/associationproxy duplicating my tags?","https://stackoverflow.com/questions/1899984","<python><orm><tags><sqlalchemy><declarative>","5","2009-12-14 09:55:54"
"Python: Amount of wall time a process has been running","https://stackoverflow.com/questions/1899922","<python><process>","3","2009-12-14 09:40:15"
"Python urllib proxy","https://stackoverflow.com/questions/1899901","<python><proxy><mechanize>","2","2009-12-14 09:31:19"
"PyLint ""Unable to import"" error - how to set PYTHONPATH?","https://stackoverflow.com/questions/1899436","<python><virtualenv><pylint><pythonpath>","334","2009-12-14 07:22:05"
"Tools for implementing a watchdog timer in python","https://stackoverflow.com/questions/1899015","<python><unix><multithreading><deadlock><watchdog>","2","2009-12-14 05:04:20"
"Tree Transformations Using Visitor Pattern","https://stackoverflow.com/questions/1898967","<java><python><tree><abstract-syntax-tree><visitor-pattern>","9","2009-12-14 04:41:00"
"Remove whitespace in Python using string.whitespace","https://stackoverflow.com/questions/1898656","<python><string><whitespace>","49","2009-12-14 02:30:34"
"Django Template Slice - Reversing Order","https://stackoverflow.com/questions/1898544","<python><django><django-templates>","13","2009-12-14 01:50:50"
"Twisted ignoring data sent from MUD Clients?","https://stackoverflow.com/questions/1898411","<python><networking><sockets><tcp><twisted>","2","2009-12-14 00:49:12"
"What is the difference between the __int__ and __index__ methods in Python 3?","https://stackoverflow.com/questions/1898310","<python><casting>","33","2009-12-14 00:11:34"
"python csv into dictionary","https://stackoverflow.com/questions/1898305","<python><csv>","10","2009-12-14 00:08:45"
"How do you you run a Twisted application via Python (instead of via Twisted)?","https://stackoverflow.com/questions/1897939","<python><networking><sockets><twisted>","20","2009-12-13 22:03:32"
"""unpacking"" a passed dictionary into the function's name space in Python?","https://stackoverflow.com/questions/1897623","<python><function><dictionary><parameters>","34","2009-12-13 20:24:33"
"ORM library for automatically mapping foreign keys in Python or Ruby","https://stackoverflow.com/questions/1897465","<python><ruby><database><orm>","3","2009-12-13 19:32:06"
"Problem opening registry key on Windows 7","https://stackoverflow.com/questions/1897324","<python><windows-7><registry>","4","2009-12-13 18:48:57"
"Running unittest with typical test directory structure","https://stackoverflow.com/questions/1896918","<python><unit-testing>","1008","2009-12-13 16:10:23"
"Python: How to read huge text file into memory","https://stackoverflow.com/questions/1896674","<python><memory><sorting><large-files>","31","2009-12-13 14:34:04"
"Special characters in OSX filename ? (Python os.rename)","https://stackoverflow.com/questions/1896442","<python><macos><path><character-encoding><filesystems>","2","2009-12-13 13:00:38"
"Using cProfile results with KCacheGrind","https://stackoverflow.com/questions/1896032","<python><profiling><kcachegrind><cprofile>","56","2009-12-13 09:43:00"
"Why does Django say I haven't set DATABASE_ENGINE yet?","https://stackoverflow.com/questions/1895916","<python><django><postgresql>","3","2009-12-13 08:20:55"
"Django-Tagging - count and ordering top ""tags"" (Is there a cleaner solution to mine?)","https://stackoverflow.com/questions/1895638","<python><django><django-tagging>","3","2009-12-13 05:31:03"
"Pythonic way to write a for loop that doesn't use the loop index","https://stackoverflow.com/questions/1895615","<eclipse><for-loop><python>","8","2009-12-13 05:11:46"
"String representation of arrays in python","https://stackoverflow.com/questions/1895539","<python>","3","2009-12-13 04:26:48"
"Python tempfile module and threads aren't playing nice; what am I doing wrong?","https://stackoverflow.com/questions/1895350","<python><multithreading><temporary-files>","6","2009-12-13 02:03:24"
"Django form in Google App Engine unable to find module PIL","https://stackoverflow.com/questions/1894875","<python><google-app-engine><python-imaging-library>","2","2009-12-12 22:18:07"
"Printing BFS (Binary Tree) in Level Order with Specific Formatting","https://stackoverflow.com/questions/1894846","<python><algorithm><binary-tree><breadth-first-search><tree-traversal>","35","2009-12-12 22:04:00"
"Can you embed python scripts into the web browser?","https://stackoverflow.com/questions/1894598","<python><html><plugins><browser>","8","2009-12-12 20:26:07"
"variable name introspection in Python","https://stackoverflow.com/questions/1894591","<python><metaprogramming>","6","2009-12-12 20:23:10"
"How to convert string representation of list to a list","https://stackoverflow.com/questions/1894269","<python><string><list><text-parsing>","904","2009-12-12 18:19:03"
"How to override ord behaivour in Python for str childs?","https://stackoverflow.com/questions/1893816","<python><string><overriding>","2","2009-12-12 15:52:03"
"PYTHONPATH vs. sys.path","https://stackoverflow.com/questions/1893598","<python><python-import><pythonpath><sys.path>","118","2009-12-12 14:33:36"
"Why import urlfetch from Google App Engines?","https://stackoverflow.com/questions/1893012","<python><google-app-engine><import><urlfetch>","8","2009-12-12 10:38:04"
"How do derived class constructors work in python?","https://stackoverflow.com/questions/1892269","<python><constructor><derived-class><base-class>","26","2009-12-12 04:16:26"
